M1\M2;TC = 0.03 s;SEN Auto;3;4;5;6;7;8;9;10
0.0;2.5;3.0;3.5;4.0;4.5;5.0;5.5;6.0;6.5;7.0
0.2;0.020811;0.018894;0.018837;0.018996000000000002;0.018897;0.018897;0.018822;0.018387;0.018363;0.018567
0.2098360655737705;0.019869;0.018906;0.018867000000000002;0.018996000000000002;0.018942;0.018939;0.018777000000000002;0.018444;0.018384;0.018657
0.219672131147541;0.019334999999999998;0.018890999999999998;0.018867000000000002;0.018993;0.018933000000000002;0.018894;0.018783;0.018531;0.018498;0.018762
0.22950819672131148;0.018956999999999998;0.018897;0.018924;0.019041;0.018924;0.018872999999999997;0.018783;0.018465000000000002;0.018543;0.018753
0.239344262295082;0.018690000000000002;0.018915;0.018906;0.019014000000000003;0.019038;0.018890999999999998;0.018741;0.018408;0.018519;0.01875
0.24918032786885247;0.018474;0.018879;0.018954;0.019065000000000002;0.019014000000000003;0.018903;0.018807;0.018504;0.018576;0.018783
0.25901639344262295;0.0183;0.018762;0.018915;0.019062;0.018969;0.01899;0.018756000000000002;0.018462;0.018591;0.018734999999999998
0.26885245901639343;0.01812;0.018645000000000002;0.018831;0.01908;0.019059;0.018966;0.018753;0.01848;0.018654;0.018714
0.27868852459016397;0.017979;0.018687;0.018813;0.019022999999999998;0.019065000000000002;0.018999000000000002;0.018813;0.018468000000000002;0.018650999999999997;0.018690000000000002
0.28852459016393445;0.017709;0.018573;0.018717;0.019005;0.019059;0.019002;0.018803999999999998;0.018474;0.018642000000000002;0.018696
0.2983606557377049;0.017445000000000002;0.018366;0.018609;0.019014000000000003;0.019071;0.019062;0.018890999999999998;0.018492;0.018579;0.018606
0.30819672131147546;0.017223;0.018078;0.018489000000000002;0.018906;0.019086000000000002;0.019128;0.018945;0.018534000000000002;0.018555000000000002;0.018444
0.31803278688524594;0.016899;0.017820000000000003;0.018306;0.018792000000000003;0.019059;0.019131;0.018972;0.018564;0.018528;0.0183
0.3278688524590164;0.016581;0.017511000000000002;0.018084;0.018734999999999998;0.018981;0.019164;0.018978000000000002;0.018522;0.018381;0.018093
0.3377049180327869;0.01626;0.017172;0.017859;0.018512999999999998;0.018903;0.019146;0.018999000000000002;0.018558;0.018261000000000003;0.017775
0.3475409836065574;0.015975;0.016848;0.017586;0.018276;0.018828;0.019122;0.018945;0.018555000000000002;0.018050999999999998;0.017397
0.35737704918032787;0.015555000000000001;0.016497;0.01725;0.018050999999999998;0.018657;0.019017000000000003;0.018861000000000003;0.018357;0.017817000000000003;0.016977000000000003
0.36721311475409835;0.015249;0.016239;0.016965;0.017841;0.018495;0.018888;0.018747;0.018093;0.017502;0.016449000000000002
0.3770491803278689;0.014916;0.015831;0.016644;0.017562;0.018297;0.018783;0.018576;0.017828999999999998;0.017103;0.015882
0.38688524590163936;0.014556;0.015429;0.016353;0.017277;0.018081;0.018726;0.018441;0.017559;0.016644;0.015189000000000001
0.3967213114754099;0.014223;0.015015;0.015972;0.016887;0.017844;0.018441;0.018216;0.017193;0.016047;0.014439000000000002
0.4065573770491804;0.013863;0.014603999999999999;0.015459;0.016425;0.017433;0.018027;0.017796;0.016620000000000003;0.015330000000000002;0.013578
0.41639344262295086;0.013446000000000001;0.014106;0.014828999999999998;0.015726;0.016701;0.017271;0.017163;0.015852;0.014331;0.012618
0.42622950819672134;0.013038;0.013518;0.014046000000000001;0.014772;0.015594;0.016056;0.015951;0.01464;0.013137000000000001;0.011538
0.4360655737704918;0.012561;0.012846000000000002;0.01314;0.0135;0.013902000000000001;0.014349;0.014235;0.012939;0.011628;0.010359
0.4459016393442623;0.012081;0.012147;0.012207;0.012087;0.012033;0.012243;0.011934;0.010833;0.009942;0.009141
0.45573770491803284;0.011535;0.011418000000000001;0.011121;0.010536;0.010095;0.009822;0.009333;0.008466;0.007998;0.007917
0.4655737704918033;0.010971000000000002;0.010653;0.010035;0.009117;0.008211;0.007567;0.006732999999999999;0.006089;0.006267;0.0068390000000000005
0.4754098360655738;0.010398000000000001;0.009969;0.009135;0.007848;0.006633;0.005403;0.004477;0.004186;0.004839;0.005853
0.4852459016393443;0.009753;0.009189;0.008169;0.006782000000000001;0.0053289999999999995;0.00385;0.002872;0.00282;0.003795;0.00504
0.4950819672131148;0.00915;0.008403;0.007312999999999999;0.005857;0.004334;0.002779;0.0019404;0.0020514;0.0030740000000000003;0.004279
0.5049180327868853;0.008562;0.007662;0.0065;0.005051;0.0035230000000000005;0.0021405;0.0014283;0.0016589999999999999;0.002553;0.0036230000000000004
0.5147540983606558;0.007914000000000001;0.006945000000000001;0.005779;0.004348;0.002899;0.0017127;0.001203;0.0013955999999999999;0.0020994;0.0030210000000000002
0.5245901639344263;0.00735;0.006275;0.0050810000000000004;0.003743;0.0023975999999999997;0.0014361;0.0010542;0.0011547;0.0016995;0.0024648
0.5344262295081967;0.006745;0.00561;0.004465;0.0031650000000000003;0.0019803;0.0012033;0.000909;0.0009993;0.0013884000000000001;0.0020355
0.5442622950819673;0.006183;0.005024;0.003915;0.002702;0.0016437000000000001;0.0010173;0.0007797;0.0008307000000000001;0.0011406;0.0016557
0.5540983606557377;0.005628;0.004495;0.003432;0.0023094;0.0014073;0.0008868;0.0006927000000000001;0.0007099000000000001;0.0009399000000000001;0.0014367000000000002
0.5639344262295083;0.005113;0.004021;0.002993;0.0019494;0.0012159;0.0007731;0.0006121000000000001;0.0006100000000000001;0.0008240999999999999;0.0012362999999999999
0.5737704918032787;0.0045910000000000005;0.0035810000000000004;0.0025830000000000002;0.0016476;0.0010512;0.0006871000000000001;0.0005556;0.0005650000000000001;0.0007263;0.0010287
0.5836065573770493;0.004149;0.0031609999999999997;0.0022395;0.0014271000000000002;0.0009174;0.0006321;0.0005173;0.0005162;0.0006235;0.0008937
0.5934426229508197;0.003743;0.0027900000000000004;0.0019191;0.001218;0.0007944;0.0005964000000000001;0.00046370000000000005;0.00048580000000000004;0.0005729;0.0007701
0.6032786885245902;0.003322;0.0024387000000000002;0.0016347000000000002;0.0010506;0.0006940000000000001;0.0005304999999999999;0.0004418;0.0004482;0.0005194;0.0006893
0.6131147540983607;0.003002;0.002115;0.0014172;0.0009246;0.0006129000000000001;0.0004804;0.00042540000000000004;0.0004532;0.0004995;0.0006136000000000001
0.6229508196721312;0.002653;0.0018345;0.0012246;0.0008058;0.0005497;0.00044009999999999996;0.00042;0.0004234;0.000487;0.0005953
0.6327868852459018;0.0023073;0.0015785999999999999;0.0010551;0.0007059;0.0005014;0.0004077;0.0004273;0.00042249999999999997;0.00048520000000000003;0.0005819
0.6426229508196721;0.0020196000000000003;0.0013911;0.0009279;0.000648;0.0004473;0.00038290000000000004;0.00037440000000000005;0.00039912;0.00047190000000000003;0.0005407
0.6524590163934427;0.0018042000000000002;0.0012093;0.0008247;0.0005658;0.0004055;0.0003487;0.0002943;0.00039696;0.00044379999999999995;0.0005451000000000001
0.6622950819672131;0.0015573;0.0010479;0.0007124000000000001;0.0005066;0.0003639;0.0003383;0.0003208;0.00019725000000000002;0.0004288;0.0005253
0.6721311475409837;0.0013614;0.000915;0.0006327;0.00044950000000000003;0.0003367;0.00028890000000000003;0.0002886;0.000378;0.00042540000000000004;0.0005027
0.6819672131147542;0.0011838;0.0008028;0.0006009;0.00038970000000000004;0.0003001;0.0002747;0.0002584;0.00029631000000000004;0.0003846;0.0004729
0.6918032786885246;0.001038;0.0007160000000000001;0.0005069;0.0003665;0.0002752;0.0002562;0.00025638;0.00030864;0.0003602;0.00046000000000000007
0.7016393442622952;0.0009285;0.0006429000000000001;0.0004421;0.0003328;0.0002537;0.00023049;0.00023016;0.00029031;0.00033810000000000003;0.00041530000000000007
0.7114754098360656;0.0008028;0.0005545;0.0004149;0.00031350000000000003;0.00023595000000000002;0.00020688;0.00021627000000000001;0.00027078000000000003;0.00029330000000000003;0.000388
0.7213114754098362;0.0007233000000000001;0.00048540000000000003;0.0003839;0.0002774;0.00023463000000000002;0.00021123000000000002;0.00019077000000000002;0.00023127;0.00027509999999999996;0.000362
0.7311475409836066;0.0006305;0.0004547;0.00032189999999999996;0.0002614;0.00020979;0.00020274;0.00020196;0.00021966000000000002;0.0002504;0.0003359
0.7409836065573772;0.0005479;0.0003824;0.0003077;0.00024024000000000002;0.00019806;0.00019275;0.00017748000000000002;0.00021159;0.0002515;0.0002989
0.7508196721311475;0.0005030999999999999;0.0003454;0.0002761;0.00021878999999999998;0.00019134;0.0001671;0.00017874;0.00018837000000000001;0.00022188000000000004;0.0002617
0.7606557377049181;0.00045840000000000003;0.0002993;0.00025845;0.00020637000000000002;0.0001944;0.00019026;0.00017112;0.00019755;0.00021384000000000003;0.00022473
0.7704918032786885;0.0004154;0.0002752;0.00023052;0.0001911;0.00015744;0.00014217;0.00015771;0.00019599000000000003;0.00020334000000000004;0.00021909000000000002
0.7803278688524591;0.0003665;0.0002685;0.00021711;0.00017673;0.00017301000000000003;0.00015062999999999999;0.00015504;0.00017604000000000003;0.00019434;0.0002154
0.7901639344262297;0.0003398;0.00024969;0.0002007;0.00016224000000000002;0.00016143;0.00016416000000000003;0.00015051000000000002;0.00014526;0.00018435;0.00021684000000000002
0.8;0.00031870000000000005;0.00024603;0.00020199000000000004;0.00017805000000000002;0.00014613;0.00014748000000000002;0.0001386;0.00013932;0.00015783;0.00018795000000000001
