"FTM Limite diffraction_x","FTM Limite diffraction_y","0.0_x","0.0_y","0.5_x","0.5_y","1.0_x","1.0_y","1.5_x","1.5_y"
4.786901271,0.6624869515,17.28515625,0.0708971443,17.28515625,0.07433004313,17.28515625,0.07698026085,17.28515625,0.0579658651,
4.813945911,0.6606317375,17.3828125,0.07072011362,17.3828125,0.0722290936,17.3828125,0.07466058335,17.3828125,0.05624671497,
4.840990551,0.6587774125,17.48046875,0.0704556876,17.48046875,0.07037000437,17.48046875,0.0723892336,17.48046875,0.05446911918,
4.868035191,0.656923982,17.578125,0.0700471018,17.578125,0.06874925398,17.578125,0.07017601532,17.578125,0.05265085584,
4.895079831,0.6550714514,17.67578125,0.06943129575,17.67578125,0.06734672376,17.67578125,0.06802308607,17.67578125,0.05081259747,
4.922124471,0.6532198262,17.7734375,0.06854321741,17.7734375,0.06612734275,17.7734375,0.06592525302,17.7734375,0.04897475365,
4.94916911,0.651369112,17.87109375,0.0673210659,17.87109375,0.06504445817,17.87109375,0.06387161425,17.87109375,0.04715433932,
4.97621375,0.6495193142,17.96875,0.06571183784,17.96875,0.06404439178,17.96875,0.06184831861,17.96875,0.04536236532,
5.00325839,0.6476704383,18.06640625,0.06367656079,18.06640625,0.06307144567,18.06640625,0.05984198722,18.06640625,0.04360222042,
5.03030303,0.6458224899,18.1640625,0.0611947011,18.1640625,0.06207262934,18.1640625,0.05784320287,18.1640625,0.04186937846,
5.05734767,0.6439754746,18.26171875,0.05826737563,18.26171875,0.06100154894,18.26171875,0.05584945093,18.26171875,0.04015252982,
5.08439231,0.6421293977,18.359375,0.05491914186,18.359375,0.05982113851,18.359375,0.05386697745,18.359375,0.03843595533,
5.11143695,0.640284265,18.45703125,0.05119827051,18.45703125,0.05850514027,18.45703125,0.05191118547,18.45703125,0.0367027148,
5.13848159,0.638440082,18.5546875,0.04717551498,18.5546875,0.05703841372,18.5546875,0.05000539357,18.5546875,0.03493808099,
5.16552623,0.6365968541,18.65234375,0.04294148592,18.65234375,0.05541626418,18.65234375,0.04817802227,18.65234375,0.03313264315,
5.19257087,0.6347545871,18.75,0.03860282619,18.75,0.05364304426,18.75,0.04645855379,18.75,0.03128460707,
5.21961551,0.6329132865,18.84765625,0.03427747303,18.84765625,0.05173031364,18.84765625,0.04487291396,18.84765625,0.02940097889,
5.24666015,0.6310729579,18.9453125,0.03008940452,18.9453125,0.04969485384,18.9453125,0.04343918956,18.9453125,0.02749748311,
5.27370479,0.6292336069,19.04296875,0.0261634047,19.04296875,0.04755682878,19.04296875,0.04216469993,19.04296875,0.0255972026,
5.30074943,0.6273952392,19.140625,0.02262051593,19.140625,0.04533835343,19.140625,0.04104526053,19.140625,0.02372804003,
5.32779407,0.6255578603,19.23828125,0.01957479664,19.23828125,0.04306267705,19.23828125,0.04006696557,19.23828125,0.0219192137,
5.35483871,0.6237214759,19.3359375,0.01713123682,19.3359375,0.04075409787,19.3359375,0.0392101064,19.3359375,0.02019715339,
5.38188335,0.6218860917,19.43359375,0.01538241886,19.43359375,0.03843860357,19.43359375,0.03845419024,19.43359375,0.01858137562,
5.40892799,0.6200517133,19.53125,0.01439862112,19.53125,0.03614508019,19.53125,0.03778267613,19.53125,0.01708115282,
5.43597263,0.6182183464,19.62890625,0.01420884574,19.62890625,0.03390675663,19.62890625,0.03718609413,19.62890625,0.01569391579,
5.463017269,0.6163859967,19.7265625,0.01478389455,19.7265625,0.03176235562,19.7265625,0.03666259621,19.7265625,0.01440615472,
5.490061909,0.6145546699,19.82421875,0.01603921305,19.82421875,0.02975621577,19.82421875,0.0362155826,19.82421875,0.01319702426,
5.517106549,0.6127243716,19.921875,0.0178552372,19.921875,0.02793648403,19.921875,0.03584875685,19.921875,0.01204409393,
5.544151189,0.6108951076,20.01953125,0.02009598705,20.01953125,0.02635051263,20.01953125,0.03555968937,20.01953125,0.01093011603,
5.571195829,0.6090668837,20.1171875,0.02261706993,20.1171875,0.0250371348,20.1171875,0.03533353347,20.1171875,0.009849614238,
5.598240469,0.6072397055,20.21484375,0.02526780691,20.21484375,0.02401682684,20.21484375,0.03513868404,20.21484375,0.008814423274,
5.625285109,0.6054135788,20.3125,0.02789331502,20.3125,0.02328261773,20.3125,0.03492571915,20.3125,0.007857463627,
5.652329749,0.6035885093,20.41015625,0.03033863191,20.41015625,0.02279567536,20.41015625,0.0346300281,20.41015625,0.007033061569,
5.679374389,0.6017645029,20.5078125,0.03245463495,20.5078125,0.02248823255,20.5078125,0.03417751451,20.5078125,0.00640922885,
5.706419029,0.5999415653,20.60546875,0.03410489771,20.60546875,0.02227317548,20.60546875,0.03349211079,20.60546875,0.006045179029,
5.733463669,0.5981197023,20.703125,0.03517271304,20.703125,0.02205671401,20.703125,0.03250373066,20.703125,0.005957038283,
5.760508309,0.5962989197,20.80078125,0.03556773168,20.80078125,0.02175018452,20.80078125,0.03115559066,20.80078125,0.006098040307,
5.787552949,0.5944792233,20.8984375,0.03523187255,20.8984375,0.02127872518,20.8984375,0.02941029251,20.8984375,0.006376571322,
5.814597589,0.592660619,20.99609375,0.01018776039,20.99609375,0.006142450461,20.99609375,0.00813200879,20.99609375,0.001997304067,
5.841642229,0.5908431125,21.09375,0.009502784113,21.09375,0.005773207478,21.09375,0.007261683235,21.09375,0.002049312699,
5.868686869,0.5890267099,21.19140625,0.008641822677,21.19140625,0.005334978997,21.19140625,0.00631226983,21.19140625,0.002072853457,
5.895731509,0.5872114168,21.2890625,0.00764700402,21.2890625,0.004833689704,21.2890625,0.005310814567,21.2890625,0.002063321478,
5.922776149,0.5853972392,21.38671875,0.006575144341,21.38671875,0.004280591215,21.38671875,0.004295007753,21.38671875,0.002024337212,
5.949820789,0.583584183,21.484375,0.005501406551,21.484375,0.003691284958,21.484375,0.00331877254,21.484375,0.001966524999,
5.976865428,0.581772254,21.58203125,0.004526422731,21.58203125,0.003084776805,21.58203125,0.002468633802,21.58203125,0.001905829168,
6.003910068,0.5799614583,21.6796875,0.003781771143,21.6796875,0.002482740295,21.6796875,0.001896626924,21.6796875,0.001860574256,
6.030954708,0.5781518016,21.77734375,0.003401367101,21.77734375,0.001909376098,21.77734375,0.001782153824,21.77734375,0.00184671039,
6.057999348,0.57634329,21.875,0.003417931469,21.875,0.001392868271,21.875,0.002069975482,21.875,0.001872258705,
6.085043988,0.5745359294,21.97265625,0.003700781803,21.97265625,0.0009708882979,21.97265625,0.002503308093,21.97265625,0.001934021689,
6.112088628,0.5727297258,22.0703125,0.004063528091,22.0703125,0.0007003933588,22.0703125,0.002907785229,22.0703125,0.002018956321,
6.139133268,0.5709246851,22.16796875,0.004367806312,22.16796875,0.000628397752,22.16796875,0.003205205465,22.16796875,0.002108924589,
6.166177908,0.5691208134,22.265625,0.004533945524,22.265625,0.0006880173528,22.265625,0.003363081867,22.265625,0.002185531178,
6.193222548,0.5673181166,22.36328125,0.004522771951,22.36328125,0.0007604659828,22.36328125,0.003371706323,22.36328125,0.002233191791,
6.220267188,0.5655166007,22.4609375,0.004321560743,22.4609375,0.0007841033326,22.4609375,0.003235785469,22.4609375,0.002240493437,
6.247311828,0.5637162718,22.55859375,0.003936090293,22.55859375,0.0007396243307,22.55859375,0.002971366905,22.55859375,0.002200537356,
6.274356468,0.561917136,22.65625,0.003386026079,22.65625,0.0006263912134,22.65625,0.002605225393,22.65625,0.002110790969,
6.301401108,0.5601191992,22.75390625,0.002701967658,22.75390625,0.0004536768896,22.75390625,0.00217683202,22.75390625,0.001972708032,
6.328445748,0.5583224676,22.8515625,0.001924061724,22.8515625,0.0002423903283,22.8515625,0.001745484142,22.8515625,0.00179121903,
6.355490388,0.5565269473,22.94921875,0.001107182964,22.94921875,0.0001283334092,22.94921875,0.001405565389,22.94921875,0.001574130421,
6.382535028,0.5547326442,23.046875,0.0004233335516,23.046875,0.0003459074188,23.046875,0.001282558185,23.046875,0.001331455089,
6.409579668,0.5529395647,23.14453125,0.0007566686804,23.14453125,0.0006108102854,23.14453125,0.001419932741,23.14453125,0.001074699887,
6.436624308,0.5511477147,23.2421875,0.001461046278,23.2421875,0.0008623650417,23.2421875,0.001706117991,23.2421875,0.0008161518749,
6.463668948,0.5493571004,23.33984375,0.002093644479,23.33984375,0.001080526687,23.33984375,0.002013744969,23.33984375,0.0005682541591,
6.490713587,0.547567728,23.4375,0.00259518584,23.4375,0.001250730202,23.4375,0.002267551923,23.4375,0.0003434156944,
6.517758227,0.5457796037,23.53515625,0.002937540222,23.53515625,0.001362048422,23.53515625,0.002427888796,23.53515625,0.0001570041507,
6.544802867,0.5439927336,23.6328125,0.003105246786,23.6328125,0.001407250664,23.6328125,0.002474817392,23.6328125,7.640662787e-05,
6.571847507,0.5422071239,23.73046875,0.003093545295,23.73046875,0.001383000024,23.73046875,0.002401198771,23.73046875,0.0001518059813,
6.598892147,0.5404227809,23.828125,0.002908098892,23.828125,0.001289940355,23.828125,0.002209870713,23.828125,0.0002123342413,
6.625936787,0.5386397108,23.92578125,0.002565063642,23.92578125,0.001132636804,23.92578125,0.001912567272,23.92578125,0.000231954909,
6.652981427,0.5368579198,24.0234375,0.002092071887,24.0234375,0.0009194306755,24.0234375,0.001530416182,24.0234375,0.0002146030223,
6.680026067,0.5350774142,24.12109375,0.001533740341,24.12109375,0.0006625339234,24.12109375,0.001099274534,24.12109375,0.0001782806884,
6.707070707,0.5332982002,24.21875,0.0009824997042,24.21875,0.0003806747138,24.21875,0.0007003561244,24.21875,0.0001700787956,
6.734115347,0.5315202843,24.31640625,0.0007300398268,24.31640625,0.0001469797817,24.31640625,0.0005798114295,24.31640625,0.0002378548466,
6.761159987,0.5297436726,24.4140625,0.001079805008,24.4140625,0.0003044192057,24.4140625,0.0008817869915,24.4140625,0.0003580023821,
6.788204627,0.5279683715,24.51171875,0.001657605229,24.51171875,0.0005851468201,24.51171875,0.001313626637,24.51171875,0.0004963641165,
6.815249267,0.5261943873,24.609375,0.002227295242,24.609375,0.0008479966572,24.609375,0.001729005264,24.609375,0.0006332166082,
6.842293907,0.5244217264,24.70703125,0.00271219773,24.70703125,0.001070439008,24.70703125,0.002077408853,24.70703125,0.0007550068118,
6.869338547,0.5226503952,24.8046875,0.003073378725,24.8046875,0.001239428968,24.8046875,0.002332278422,24.8046875,0.0008511662723,
6.896383187,0.5208804001,24.90234375,0.003287129819,24.90234375,0.001346007828,24.90234375,0.002477554396,24.90234375,0.0009135038762,
6.923427827,0.5191117474,25,0.003340645977,25,0.00138488054,25,0.002504899168,25,0.0009362603936,
6.950472467,0.5173444436,25.09765625,0.003231064671,25.09765625,0.00135448121,25.09765625,0.002412984414,25.09765625,0.0009162939903,
6.977517107,0.5155784951,25.1953125,0.002965191597,25.1953125,0.001257029244,25.1953125,0.002207166795,25.1953125,0.0008532528911,
7.004561746,0.5138139084,25.29296875,0.002559486889,25.29296875,0.001098531326,25.29296875,0.001899208155,25.29296875,0.0007497395873,
7.031606386,0.5120506899,25.390625,0.002040975523,25.390625,0.0008889056273,25.390625,0.001507225788,25.390625,0.0006116597571,
7.058651026,0.5102888463,25.48828125,0.001452871053,25.48828125,0.0006431041721,25.48828125,0.001057283814,25.48828125,0.0004496653899,
7.085695666,0.5085283838,25.5859375,0.0008888906044,25.5859375,0.0003888851456,25.5859375,0.0005972493506,25.5859375,0.0002869629623,
7.112740306,0.5067693092,25.68359375,0.0006746260197,25.68359375,0.0002308848783,25.68359375,0.0003437513875,25.68359375,0.0002021107956,
7.139784946,0.5050116289,25.78125,0.001075532017,25.78125,0.0003691222873,25.78125,0.0006531733232,25.78125,0.0002973503216,
7.166829586,0.5032553495,25.87890625,0.001654480174,25.87890625,0.0006163248069,25.87890625,0.001094717952,25.87890625,0.000466428793,
7.193874226,0.5015004775,25.9765625,0.002205511465,25.9765625,0.0008554629921,25.9765625,0.001503463998,25.9765625,0.0006353703731,
7.220918866,0.4997470197,26.07421875,0.002664450436,26.07421875,0.001057678133,26.07421875,0.001840178899,26.07421875,0.0007809995329,
7.247963506,0.4979949825,26.171875,0.002997856879,26.171875,0.001208691486,26.171875,0.002083805869,26.171875,0.0008914091627,
7.275008146,0.4962443727,26.26953125,0.003185474347,26.26953125,0.001299648395,26.26953125,0.002221214505,26.26953125,0.0009589758628,
7.302052786,0.4944951968,26.3671875,0.003216980616,26.3671875,0.001325725747,26.3671875,0.002245733164,26.3671875,0.0009791333611,
7.329097426,0.4927474616,26.46484375,0.003091269466,26.46484375,0.001285886753,26.46484375,0.002156865432,26.46484375,0.000950153709,
7.356142066,0.4910011738,26.5625,0.002816200844,26.5625,0.001182813268,26.5625,0.001960082215,26.5625,0.0008730976025,
7.383186706,0.48925634,26.66015625,0.002408516178,26.66015625,0.001022867248,26.66015625,0.001666473271,26.66015625,0.0007517531592,
7.410231346,0.4875129671,26.7578125,0.001894549616,26.7578125,0.000816270193,26.7578125,0.001292300671,26.7578125,0.0005925880994,
7.437275986,0.4857710617,26.85546875,0.001315402708,26.85546875,0.0005786155731,26.85546875,0.0008589736996,26.85546875,0.0004051231571,
7.464320626,0.4840306306,26.953125,0.0007627798716,26.953125,0.0003413665193,26.953125,0.0003989212229,26.953125,0.0002065849309,
7.491365266,0.4822916806,27.05078125,0.0005960028579,27.05078125,0.0002291228721,27.05078125,0.0001975808169,27.05078125,0.0001113149247,
7.518409906,0.4805542186,27.1484375,0.001036693898,27.1484375,0.0003898078762,27.1484375,0.00062402189,27.1484375,0.0002835527136,
7.545454545,0.4788182513,27.24609375,0.001604806826,27.24609375,0.0006252710075,27.24609375,0.00106212535,27.24609375,0.0004835398513,
7.572499185,0.4770837857,27.34375,0.002130393864,27.34375,0.0008471793494,27.34375,0.001448112112,27.34375,0.0006649738686,
7.599543825,0.4753508286,27.44140625,0.002560811549,27.44140625,0.001031178051,27.44140625,0.001759219565,27.44140625,0.0008146845714,
7.626588465,0.4736193868,27.5390625,0.002867247167,27.5390625,0.001164501851,27.5390625,0.001979391478,27.5390625,0.0009239240914,
7.653633105,0.4718894674,27.63671875,0.003032146427,27.63671875,0.001239304764,27.63671875,0.002097906328,27.63671875,0.0009866355388,
7.680677745,0.4701610772,27.734375,0.003047041102,27.734375,0.001251578901,27.734375,0.002109494924,27.734375,0.0009993755828,
7.707722385,0.4684342232,27.83203125,0.002912114292,27.83203125,0.001200953724,27.83203125,0.002014466977,27.83203125,0.0009613961245,
7.734767025,0.4667089124,27.9296875,0.002636051171,27.9296875,0.001090634951,27.9296875,0.001818640532,27.9296875,0.0008746730198,
7.761811665,0.4649851517,28.02734375,0.002236054292,28.02734375,0.0009273966441,28.02734375,0.001533061884,28.02734375,0.0007438591574,
7.788856305,0.4632629483,28.125,0.001738846359,28.125,0.0007219206224,28.125,0.001173634962,28.125,0.000576256395,
7.815900945,0.4615423092,28.22265625,0.001187204524,28.22265625,0.0004911921455,28.22265625,0.0007613363507,28.22265625,0.0003823789569,
7.842945585,0.4598232414,28.3203125,0.000685033195,28.3203125,0.0002761561044,28.3203125,0.0003308080781,28.3203125,0.0001829715835,
7.869990225,0.4581057521,28.41796875,0.0006126392042,28.41796875,0.0002413544992,28.41796875,0.0002263059846,28.41796875,0.0001292106807,
7.897034865,0.4563898483,28.515625,0.001061994404,28.515625,0.0004350444254,28.515625,0.000636770412,28.515625,0.0003148614975,
7.924079505,0.4546755372,28.61328125,0.001599123162,28.61328125,0.0006641550625,28.61328125,0.001044079245,28.61328125,0.0005136684739,
7.951124145,0.4529628259,28.7109375,0.002088138572,28.7109375,0.0008725421106,28.7109375,0.001399335132,28.7109375,0.0006907482033,
7.978168785,0.4512517217,28.80859375,0.002482582592,28.80859375,0.001041198352,28.80859375,0.001681756353,28.80859375,0.000833890086,
8.005213425,0.4495422317,28.90625,0.002756259713,28.90625,0.001159122451,28.90625,0.001876669202,28.90625,0.000934873709,
8.032258065,0.4478343632,29.00390625,0.002893397364,29.00390625,0.001219527093,29.00390625,0.0019744819,29.00390625,0.0009881824907,
8.059302704,0.4461281235,29.1015625,0.002886862707,29.1015625,0.001219209103,29.1015625,0.001970802566,29.1015625,0.0009909530909,
8.086347344,0.4444235198,29.19921875,0.002737773813,29.19921875,0.001158440087,29.19921875,0.001866536526,29.19921875,0.0009430342473,
8.113391984,0.4427205595,29.296875,0.00245533251,29.296875,0.001040929309,29.296875,0.001667788879,29.296875,0.0008469838056,
8.140436624,0.4410192498,29.39453125,0.002056821474,29.39453125,0.0008738500249,29.39453125,0.00138556182,29.39453125,0.000707992298,
8.167481264,0.4393195982,29.4921875,0.001568673415,29.4921875,0.0006683254372,29.4921875,0.001035354207,29.4921875,0.000533847686,
8.194525904,0.437621612,29.58984375,0.001033920808,29.58984375,0.0004426448371,29.58984375,0.000637331556,29.58984375,0.0003356859506,
8.221570544,0.4359252987,29.6875,0.0005698393619,29.6875,0.0002465290618,29.6875,0.0002275960292,29.6875,0.0001394490389,
8.248615184,0.4342306656,29.78515625,0.0006032743964,29.78515625,0.0002583752114,29.78515625,0.0002716340434,29.78515625,0.0001558246324,
8.275659824,0.4325377203,29.8828125,0.001078686006,29.8828125,0.0004590609136,29.8828125,0.0006786734304,29.8828125,0.0003552798913,
8.302704464,0.4308464702,29.98046875,0.001596221529,29.98046875,0.0006795209189,29.98046875,0.001061813158,29.98046875,0.0005518562519,
8.329749104,0.4291569229,30.078125,0.002055707556,30.078125,0.0008760707274,30.078125,0.001390786307,30.078125,0.0007231802654,
8.356793744,0.4274690858,30.17578125,0.002418882811,30.17578125,0.001032043276,30.17578125,0.001647625995,30.17578125,0.000858580465,
8.383838384,0.4257829667,30.2734375,0.002662959587,30.2734375,0.001137502666,30.2734375,0.001819219824,30.2734375,0.0009505550709,
8.410883024,0.424098573,30.37109375,0.002774288078,30.37109375,0.001186444274,30.37109375,0.001897157743,30.37109375,0.0009941856563,
8.437927664,0.4224159124,30.46875,0.002747263526,30.46875,0.001176316203,30.46875,0.001877966334,30.46875,0.0009871808478,
8.464972304,0.4207349926,30.56640625,0.002584103914,30.56640625,0.001107933018,30.56640625,0.001763212698,30.56640625,0.0009299377356,
8.492016944,0.4190558212,30.6640625,0.002294735271,30.6640625,0.0009854460453,30.6640625,0.001559395906,30.6640625,0.0008255217884,
8.519061584,0.417378406,30.76171875,0.001896859659,30.76171875,0.0008164099605,30.76171875,0.001277637408,30.76171875,0.000679573228,
8.546106224,0.4157027547,30.859375,0.001417339574,30.859375,0.0006124712681,30.859375,0.000933293743,30.859375,0.0005002807654,
8.573150863,0.4140288751,30.95703125,0.0009017865974,30.95703125,0.0003937949765,30.95703125,0.0005462961754,30.95703125,0.0002993856647,
8.600195503,0.412356775,31.0546875,0.0004936200807,31.0546875,0.0002229175962,31.0546875,0.000159812544,31.0546875,0.0001105859528,
8.627240143,0.4106864622,31.15234375,0.0006357110194,31.15234375,0.0002806887594,31.15234375,0.0003189676604,31.15234375,0.0001829816201,
8.654284783,0.4090179446,31.25,0.001118245675,31.25,0.0004846303263,31.25,0.0007110801768,31.25,0.0003856983748,
8.681329423,0.40735123,31.34765625,0.001612726989,31.34765625,0.0006963300359,31.34765625,0.001072438147,31.34765625,0.0005782654794,
8.708374063,0.4056863265,31.4453125,0.002043024379,31.4453125,0.0008815129326,31.4453125,0.001378650707,31.4453125,0.0007432875192,
8.735418703,0.4040232419,31.54296875,0.002376196665,31.54296875,0.001025470617,31.54296875,0.001613364189,31.54296875,0.0008709981539,
8.762463343,0.4023619843,31.640625,0.00259196005,31.640625,0.001119218077,31.640625,0.001764660929,31.640625,0.0009544706251,
8.789507983,0.4007025617,31.73828125,0.002678398567,31.73828125,0.001157459608,31.73828125,0.001825138861,31.73828125,0.0009893147056,
8.816552623,0.3990449821,31.8359375,0.002631241637,31.8359375,0.001138235315,31.8359375,0.001792152332,31.8359375,0.0009737504364,
8.843597263,0.3973892536,31.93359375,0.002453715328,31.93359375,0.001062856172,31.93359375,0.001667892966,31.93359375,0.0009086588004,
8.870641903,0.3957353843,32.03125,0.002156448161,32.03125,0.0009358860981,32.03125,0.001459258299,32.03125,0.0007975435839,
8.897686543,0.3940833825,32.12890625,0.001757605115,32.12890625,0.0007652627164,32.12890625,0.001177527517,32.12890625,0.0006464253083,
8.924731183,0.3924332562,32.2265625,0.001284647308,32.2265625,0.0005632484767,32.2265625,0.0008379791323,32.2265625,0.0004638414253,
8.951775823,0.3907850137,32.32421875,0.0007867555554,32.32421875,0.0003524724952,32.32421875,0.0004604255919,32.32421875,0.0002622540498,
8.978820463,0.3891386633,32.421875,0.0004423290716,32.421875,0.0002108555551,32.421875,0.0001053129716,32.421875,8.983480295e-05,
9.005865103,0.3874942133,32.51953125,0.0006755884823,32.51953125,0.0003043792674,32.51953125,0.0003680337218,32.51953125,0.0002119221751,
9.032909743,0.3858516719,32.6171875,0.001157070476,32.6171875,0.0005075329344,32.6171875,0.0007450729581,32.6171875,0.0004139939895,
9.059954383,0.3842110476,32.71484375,0.001629628137,32.71484375,0.0007103558022,32.71484375,0.001086748369,32.71484375,0.0006012261998,
9.086999022,0.3825723487,32.8125,0.002033245935,32.8125,0.0008847095478,32.8125,0.001372345809,32.8125,0.0007591570561,
9.114043662,0.3809355837,32.91015625,0.00233902458,32.91015625,0.001017367151,32.91015625,0.001586873523,32.91015625,0.0008787481425,
9.141088302,0.379300761,33.0078125,0.002528805929,33.0078125,0.001100155983,33.0078125,0.001719485989,33.0078125,0.0009536005145,
9.168132942,0.3776678893,33.10546875,0.002592232606,33.10546875,0.001128418506,33.10546875,0.001763706453,33.10546875,0.0009798189866,
9.195177582,0.3760369769,33.203125,0.002526273252,33.203125,0.00110073943,33.203125,0.001717663606,33.203125,0.0009560985845,
