"FTM Limite diffraction_x","FTM Limite diffraction_y","0.0_x","0.0_y","0.5_x","0.5_y","1.0_x","1.0_y","1.5_x","1.5_y"
13.60345389,0.1447718144,49.12109375,0.001942579245,49.12109375,0.0008713511459,49.12109375,0.001309300173,49.12109375,0.0007965266533,
13.63049853,0.1436463429,49.21875,0.002111264905,49.21875,0.0009454996746,49.21875,0.001426035489,49.21875,0.0008671748924,
13.65754317,0.1425267668,49.31640625,0.002174423138,49.31640625,0.0009733006668,49.31640625,0.001469684274,49.31640625,0.000893618081,
13.68458781,0.1414132945,49.4140625,0.002128582919,49.4140625,0.0009531469213,49.4140625,0.00143801068,49.4140625,0.0008744771679,
13.71163245,0.1403061829,49.51171875,0.001976285805,49.51171875,0.0008862114823,49.51171875,0.001332656409,49.51171875,0.0008107573605,
13.73867709,0.1392057637,49.609375,0.001726071342,49.609375,0.0007764728776,49.609375,0.001159060496,49.609375,0.0007058094481,
13.76572173,0.1381124952,49.70703125,0.001392621221,49.70703125,0.0006309320745,49.70703125,0.0009262030335,49.70703125,0.0005652243516,
13.79276637,0.1370270857,49.8046875,0.0009982862055,49.8046875,0.0004608284391,49.8046875,0.0006462400272,49.8046875,0.0003968196034,
13.81981101,0.1359477812,49.90234375,0.0005846674332,49.90234375,0.0002887783124,49.90234375,0.0003345323889,49.90234375,0.000212018699,
13.84685565,0.1348884755, , , , , , , , ,
13.87390029,0.1338328638, , , , , , , , ,
13.90094493,0.1327809752, , , , , , , , ,
13.92798957,0.1317328392, , , , , , , , ,
13.95503421,0.130688486, , , , , , , , ,
13.98207885,0.1296479468, , , , , , , , ,
14.00912349,0.1286112532, , , , , , , , ,
14.03616813,0.127578438, , , , , , , , ,
14.06321277,0.1265495346, , , , , , , , ,
14.09025741,0.1255245776, , , , , , , , ,
14.11730205,0.1245036023, , , , , , , , ,
14.14434669,0.1234866452, , , , , , , , ,
14.17139133,0.1224737439, , , , , , , , ,
14.19843597,0.1214649372, , , , , , , , ,
14.22548061,0.120460265, , , , , , , , ,
14.25252525,0.1194597689, , , , , , , , ,
14.27956989,0.1184634915, , , , , , , , ,
14.30661453,0.1174714774, , , , , , , , ,
14.33365917,0.1164837725, , , , , , , , ,
14.36070381,0.1155004248, , , , , , , , ,
14.38774845,0.1145214842, , , , , , , , ,
14.41479309,0.1135470027, , , , , , , , ,
14.44183773,0.1125770346, , , , , , , , ,
14.46888237,0.111611637, , , , , , , , ,
14.49592701,0.1106508696, , , , , , , , ,
14.52297165,0.1096947953, , , , , , , , ,
14.55001629,0.1087434806, , , , , , , , ,
14.57706093,0.1077969957, , , , , , , , ,
14.60410557,0.1068554153, , , , , , , , ,
14.63115021,0.1059188191, , , , , , , , ,
14.65819485,0.1049872922, , , , , , , , ,
14.68523949,0.1040609266, , , , , , , , ,
14.71228413,0.1031398213, , , , , , , , ,
14.73932877,0.1022240844, , , , , , , , ,
14.76637341,0.1013138343, , , , , , , , ,
14.79341805,0.1004092019, , , , , , , , ,
14.82046269,0.0995103333, , , , , , , , ,
14.84750733,0.09861739342, , , , , , , , ,
14.87455197,0.09773057111, , , , , , , , ,
14.90159661,0.09685008634, , , , , , , , ,
14.92864125,0.09597620094, , , , , , , , ,
14.95568589,0.09510923548, , , , , , , , ,
14.98273053,0.09424959766, , , , , , , , ,
15.00977517,0.093397835, , , , , , , , ,
15.03681981,0.09255474824, , , , , , , , ,
15.06386445,0.09172170571, , , , , , , , ,
15.09090909,0.09090249691, , , , , , , , ,
15.11795373,0.090099386, , , , , , , , ,
15.14499837,0.08929938937, , , , , , , , ,
15.17204301,0.0885025306, , , , , , , , ,
15.19908765,0.08770883378, , , , , , , , ,
15.22613229,0.08691832354, , , , , , , , ,
15.25317693,0.08613102502, , , , , , , , ,
15.28022157,0.08534696398, , , , , , , , ,
15.30726621,0.08456616672, , , , , , , , ,
15.33431085,0.08378866022, , , , , , , , ,
15.36135549,0.08301447207, , , , , , , , ,
15.38840013,0.08224363058, , , , , , , , ,
15.41544477,0.08147616478, , , , , , , , ,
15.44248941,0.08071210444, , , , , , , , ,
15.46953405,0.07995148015, , , , , , , , ,
15.49657869,0.07919432335, , , , , , , , ,
15.52362333,0.07844066637, , , , , , , , ,
15.55066797,0.07769054246, , , , , , , , ,
15.57771261,0.07694398591, , , , , , , , ,
15.60475725,0.07620103204, , , , , , , , ,
15.63180189,0.07546171733, , , , , , , , ,
15.65884653,0.07472607944, , , , , , , , ,
15.68589117,0.07399415731, , , , , , , , ,
15.71293581,0.07326599127, , , , , , , , ,
15.73998045,0.0725416231, , , , , , , , ,
15.76702509,0.07182109617, , , , , , , , ,
15.79406973,0.07110445554, , , , , , , , ,
15.82111437,0.07039174809, , , , , , , , ,
15.84815901,0.0696830227, , , , , , , , ,
15.87520365,0.06897833038, , , , , , , , ,
15.90224829,0.06827772447, , , , , , , , ,
15.92929293,0.06758126089, , , , , , , , ,
15.95633757,0.06688899833, , , , , , , , ,
15.98338221,0.06620099855, , , , , , , , ,
16.01042685,0.06551732672, , , , , , , , ,
16.03747149,0.06483805177, , , , , , , , ,
16.06451613,0.06416324682, , , , , , , , ,
16.09156077,0.06349298971, , , , , , , , ,
16.11860541,0.06282736358, , , , , , , , ,
16.14565005,0.06216645759, , , , , , , , ,
16.17269469,0.06151036781, , , , , , , , ,
16.19973933,0.06085919821, , , , , , , , ,
16.22678397,0.06021306202, , , , , , , , ,
16.25382861,0.05957208333, , , , , , , , ,
16.28087325,0.05893639911, , , , , , , , ,
16.30791789,0.0583061619, , , , , , , , ,
16.33496253,0.0576815433, , , , , , , , ,
16.36200717,0.05706273864, , , , , , , , ,
16.38905181,0.05644997362, , , , , , , , ,
16.41609645,0.05584351366, , , , , , , , ,
16.44314109,0.05524367813, , , , , , , , ,
16.47018573,0.05465086292, , , , , , , , ,
16.49723037,0.05406557905, , , , , , , , ,
16.52427501,0.05348852621, , , , , , , , ,
16.55131965,0.05292075704, , , , , , , , ,
16.57836429,0.05235287564, , , , , , , , ,
16.60540893,0.05182530768, , , , , , , , ,
16.63245357,0.05129995855, , , , , , , , ,
16.65949821,0.05077684411, , , , , , , , ,
16.68654285,0.05025598054, , , , , , , , ,
16.71358749,0.04973738431, , , , , , , , ,
16.74063213,0.04922107221, , , , , , , , ,
16.76767677,0.04870706136, , , , , , , , ,
16.79472141,0.04819536924, , , , , , , , ,
16.82176605,0.04768601367, , , , , , , , ,
16.84881069,0.04717901284, , , , , , , , ,
16.87585533,0.04667438535, , , , , , , , ,
16.90289997,0.04617215017, , , , , , , , ,
16.92994461,0.04567232671, , , , , , , , ,
16.95698925,0.0451749348, , , , , , , , ,
16.98403389,0.04467999474, , , , , , , , ,
17.01107853,0.04418752729, , , , , , , , ,
17.03812317,0.04369755373, , , , , , , , ,
17.06516781,0.04321009582, , , , , , , , ,
17.09221245,0.0427251759, , , , , , , , ,
17.11925709,0.04224281686, , , , , , , , ,
17.14630173,0.04176304218, , , , , , , , ,
17.17334637,0.04128587598, , , , , , , , ,
17.20039101,0.04081134303, , , , , , , , ,
17.22743565,0.04033946878, , , , , , , , ,
17.25448029,0.03987027943, , , , , , , , ,
17.28152493,0.03940380194, , , , , , , , ,
17.30856957,0.03894006406, , , , , , , , ,
17.33561421,0.03847909442, , , , , , , , ,
17.36265885,0.03802092254, , , , , , , , ,
17.38970349,0.03756557891, , , , , , , , ,
17.41674813,0.03711309504, , , , , , , , ,
17.44379277,0.03666350351, , , , , , , , ,
17.47083741,0.03621683807, , , , , , , , ,
17.49788205,0.03577313369, , , , , , , , ,
17.52492669,0.03533242666, , , , , , , , ,
17.55197133,0.03489475468, , , , , , , , ,
17.57901597,0.03446015695, , , , , , , , ,
17.60606061,0.03402867432, , , , , , , , ,
17.63310525,0.03360034936, , , , , , , , ,
17.66014989,0.03317522656, , , , , , , , ,
17.68719453,0.03275335246, , , , , , , , ,
17.71423917,0.03233477582, , , , , , , , ,
17.74128381,0.03191954783, , , , , , , , ,
17.76832845,0.03150772235, , , , , , , , ,
17.79537309,0.03109935614, , , , , , , , ,
17.82241773,0.03069450917, , , , , , , , ,
17.84946237,0.03029324497, , , , , , , , ,
17.87650701,0.02989563102, , , , , , , , ,
17.90355165,0.02950173919, , , , , , , , ,
17.93059629,0.02911164628, , , , , , , , ,
17.95764093,0.02872543467, , , , , , , , ,
17.98468557,0.02834319306, , , , , , , , ,
18.01173021,0.02796501741, , , , , , , , ,
18.03877485,0.02759101199, , , , , , , , ,
18.06581949,0.02722129078, , , , , , , , ,
18.09286413,0.02685597916, , , , , , , , ,
18.11990877,0.02649521602, , , , , , , , ,
18.14695341,0.02613915655, , , , , , , , ,
18.17399804,0.02578797586, , , , , , , , ,
18.20104268,0.0254418738, , , , , , , , ,
18.22808732,0.02510108171, , , , , , , , ,
18.25513196,0.02476587199, , , , , , , , ,
18.2821766,0.02443657243, , , , , , , , ,
18.30922124,0.02411358859, , , , , , , , ,
18.33626588,0.02379744166, , , , , , , , ,
18.36331052,0.02348883865, , , , , , , , ,
18.39035516,0.02318882326, , , , , , , , ,
18.4173998,0.02288186726, , , , , , , , ,
18.44444444,0.02262497692, , , , , , , , ,
18.47148908,0.02236916011, , , , , , , , ,
18.49853372,0.02211442361, , , , , , , , ,
18.52557836,0.02186077431, , , , , , , , ,
18.552623,0.02160821921, , , , , , , , ,
18.57966764,0.02135676543, , , , , , , , ,
18.60671228,0.0211064202, , , , , , , , ,
18.63375692,0.02085719085, , , , , , , , ,
18.66080156,0.02060908487, , , , , , , , ,
18.6878462,0.02036210984, , , , , , , , ,
18.71489084,0.02011627349, , , , , , , , ,
18.74193548,0.01987158369, , , , , , , , ,
18.76898012,0.01962804844, , , , , , , , ,
18.79602476,0.01938567588, , , , , , , , ,
18.8230694,0.01914447429, , , , , , , , ,
18.85011404,0.01890445214, , , , , , , , ,
18.87715868,0.01866561802, , , , , , , , ,
18.90420332,0.0184279807, , , , , , , , ,
18.93124796,0.01819154911, , , , , , , , ,
18.9582926,0.01795633238, , , , , , , , ,
18.98533724,0.0177223398, , , , , , , , ,
19.01238188,0.01748958086, , , , , , , , ,
19.03942652,0.01725806523, , , , , , , , ,
19.06647116,0.01702780281, , , , , , , , ,
19.0935158,0.01679880368, , , , , , , , ,
19.12056044,0.01657107817, , , , , , , , ,
19.14760508,0.01634463683, , , , , , , , ,
19.17464972,0.01611949043, , , , , , , , ,
19.20169436,0.01589565, , , , , , , , ,
19.228739,0.01567312685, , , , , , , , ,
19.25578364,0.01545193252, , , , , , , , ,
19.28282828,0.01523207886, , , , , , , , ,
19.30987292,0.01501357799, , , , , , , , ,
19.33691756,0.01479644238, , , , , , , , ,
19.3639622,0.01458068476, , , , , , , , ,
19.39100684,0.01436631826, , , , , , , , ,
19.41805148,0.01415335631, , , , , , , , ,
19.44509612,0.01394181274, , , , , , , , ,
19.47214076,0.01373170177, , , , , , , , ,
19.4991854,0.01352303801, , , , , , , , ,
19.52623004,0.01331583652, , , , , , , , ,
19.55327468,0.0131101128, , , , , , , , ,
19.58031932,0.01290588283, , , , , , , , ,
19.60736396,0.01270316311, , , , , , , , ,
19.6344086,0.01250197065, , , , , , , , ,
19.66145324,0.01230232305, , , , , , , , ,
19.68849788,0.01210423849, , , , , , , , ,
19.71554252,0.01190773581, , , , , , , , ,
19.74258716,0.01171283452, , , , , , , , ,
19.7696318,0.01151955483, , , , , , , , ,
19.79667644,0.01132791775, , , , , , , , ,
19.82372108,0.01113794512, , , , , , , , ,
19.85076572,0.01094965964, , , , , , , , ,
19.87781036,0.01076308496, , , , , , , , ,
19.904855,0.01057824578, , , , , , , , ,
19.93189964,0.01039516787, , , , , , , , ,
19.95894428,0.01021387821, , , , , , , , ,
19.98598892,0.01003440506, , , , , , , , ,
20.01303356,0.009856778082, , , , , , , , ,
20.0400782,0.009681028472, , , , , , , , ,
20.06712284,0.009507189092, , , , , , , , ,
20.09416748,0.00933529464, , , , , , , , ,
20.12121212,0.009165381831, , , , , , , , ,
20.14825676,0.008997489611, , , , , , , , ,
20.1753014,0.008831659406, , , , , , , , ,
20.20234604,0.008667935403, , , , , , , , ,
20.22939068,0.008506364891, , , , , , , , ,
20.25643532,0.008346998651, , , , , , , , ,
20.28347996,0.00818989143, , , , , , , , ,
20.3105246,0.008035102503, , , , , , , , ,
20.33756924,0.007882696357, , , , , , , , ,
20.36461388,0.00773274353, , , , , , , , ,
20.39165852,0.007585321654, , , , , , , , ,
20.41870316,0.007440516768, , , , , , , , ,
20.4457478,0.007298424996, , , , , , , , ,
20.47279244,0.00715915475, , , , , , , , ,
20.49983708,0.007022829657, , , , , , , , ,
20.52688172,0.006889592587, , , , , , , , ,
20.55392636,0.006759611347, , , , , , , , ,
20.580971,0.006633087073, , , , , , , , ,
20.60801564,0.006510267219, , , , , , , , ,
20.63506028,0.006391467016, , , , , , , , ,
20.66210492,0.006277108224, , , , , , , , ,
20.68914956,0.006167798917, , , , , , , , ,
20.7161942,0.006064537653, , , , , , , , ,
20.74323884,0.005968158261, , , , , , , , ,
20.77028348,0.005887904462, , , , , , , , ,
20.79732812,0.005807994154, , , , , , , , ,
20.82437276,0.005728429271, , , , , , , , ,
20.8514174,0.00564921177, , , , , , , , ,
20.87846204,0.005570343636, , , , , , , , ,
20.90550668,0.00549182688, , , , , , , , ,
20.93255132,0.005413663538, , , , , , , , ,
20.95959596,0.005335855678, , , , , , , , ,
20.9866406,0.005258405393, , , , , , , , ,
21.01368524,0.005181314805, , , , , , , , ,
21.04072988,0.005104586069, , , , , , , , ,
21.06777452,0.005028221368, , , , , , , , ,
21.09481916,0.004952222916, , , , , , , , ,
21.1218638,0.004876592961, , , , , , , , ,
21.14890844,0.004801333783, , , , , , , , ,
21.17595308,0.004726447697, , , , , , , , ,
21.20299772,0.00465193705, , , , , , , , ,
21.23004236,0.004577804228, , , , , , , , ,
21.257087,0.004504051652, , , , , , , , ,
21.28413164,0.00443068178, , , , , , , , ,
21.31117628,0.00435769711, , , , , , , , ,
21.33822092,0.00428510018, , , , , , , , ,
21.36526556,0.004212893567, , , , , , , , ,
21.3923102,0.004141079891, , , , , , , , ,
21.41935484,0.004069661816, , , , , , , , ,
21.44639948,0.00399864205, , , , , , , , ,
21.47344412,0.003928023347, , , , , , , , ,
21.50048876,0.003857808507, , , , , , , , ,
21.5275334,0.00378800038, , , , , , , , ,
21.55457804,0.003718601866, , , , , , , , ,
21.58162268,0.003649615916, , , , , , , , ,
21.60866732,0.003581045534, , , , , , , , ,
21.63571196,0.00351289378, , , , , , , , ,
21.6627566,0.003445163771, , , , , , , , ,
21.68980124,0.003377858681, , , , , , , , ,
21.71684588,0.003310981745, , , , , , , , ,
21.74389052,0.003244536262, , , , , , , , ,
21.77093516,0.003178525594, , , , , , , , ,
21.7979798,0.00311295317, , , , , , , , ,
21.82502444,0.00304782249, , , , , , , , ,
21.85206908,0.002983137123, , , , , , , , ,
21.87911372,0.002918900714, , , , , , , , ,
21.90615836,0.002855116985, , , , , , , , ,
21.933203,0.002791789737, , , , , , , , ,
21.96024764,0.002728922855, , , , , , , , ,
21.98729228,0.002666520308, , , , , , , , ,
22.01433692,0.002604586157, , , , , , , , ,
22.04138156,0.002543124552, , , , , , , , ,
22.0684262,0.002482139744, , , , , , , , ,
22.09547084,0.002421636082, , , , , , , , ,
22.12251548,0.002361618019, , , , , , , , ,
22.14956012,0.002302090118, , , , , , , , ,
22.17660476,0.002243057057, , , , , , , , ,
22.2036494,0.002184523629, , , , , , , , ,
22.23069404,0.002126494754, , , , , , , , ,
22.25773868,0.002068975481, , , , , , , , ,
22.28478332,0.002011970994, , , , , , , , ,
22.31182796,0.001955486618, , , , , , , , ,
22.3388726,0.001899527827, , , , , , , , ,
22.36591724,0.001844100251, , , , , , , , ,
22.39296188,0.001789209683, , , , , , , , ,
22.42000652,0.00173486209, , , , , , , , ,
22.44705116,0.001681063615, , , , , , , , ,
22.4740958,0.001627820596, , , , , , , , ,
22.50114044,0.001575139568, , , , , , , , ,
22.52818508,0.00152302728, , , , , , , , ,
22.55522972,0.001471490702, , , , , , , , ,
22.58227436,0.001420537042, , , , , , , , ,
22.609319,0.001370173758, , , , , , , , ,
22.63636364,0.001320408573, , , , , , , , ,
22.66340828,0.001271249492, , , , , , , , ,
22.69045292,0.001222704821, , , , , , , , ,
22.71749756,0.001174783183, , , , , , , , ,
22.7445422,0.001127493545, , , , , , , , ,
22.77158684,0.001080845236, , , , , , , , ,
22.79863148,0.001034847976, , , , , , , , ,
22.82567612,0.0009895119046, , , , , , , , ,
22.85272076,0.0009448476111, , , , , , , , ,
22.8797654,0.0009008661701, , , , , , , , ,
22.90681004,0.0008575791803, , , , , , , , ,
22.93385468,0.0008149988084, , , , , , , , ,
22.96089932,0.0007731378368, , , , , , , , ,
22.98794396,0.0007320097194, , , , , , , , ,
23.0149886,0.0006916286422, , , , , , , , ,
23.04203324,0.0006520095941, , , , , , , , ,
23.06907788,0.0006131684465, , , , , , , , ,
23.09612252,0.0005751220445, , , , , , , , ,
23.12316716,0.0005378883121, , , , , , , , ,
23.1502118,0.0005014863743, , , , , , , , ,
23.17725644,0.0004659366987, , , , , , , , ,
23.20430108,0.0004312612631, , , , , , , , ,
23.23134572,0.0003974837522, , , , , , , , ,
23.25839036,0.0003646297937, , , , , , , , ,
23.285435,0.000332727242, , , , , , , , ,
23.31247964,0.0003018065242, , , , , , , , ,
23.33952428,0.0002719010665, , , , , , , , ,
23.36656891,0.0002430478258, , , , , , , , ,
23.39361355,0.0002152879654, , , , , , , , ,
23.42065819,0.0001886677254, , , , , , , , ,
23.44770283,0.0001632395706, , , , , , , , ,
23.47474747,0.0001390637371, , , , , , , , ,
23.50179211,0.0001162103803, , , , , , , , ,
23.52883675,9.476265986e-05, , , , , , , , ,
23.55588139,7.482136751e-05, , , , , , , , ,
23.58292603,5.651225982e-05, , , , , , , , ,
23.60997067,3.999856026e-05, , , , , , , , ,
23.63701531,2.550457511e-05, , , , , , , , ,
23.66405995,1.33678784e-05, , , , , , , , ,
23.69110459,0, , , , , , , , ,
23.71814923,0, , , , , , , , ,
23.74519387,0, , , , , , , , ,
23.77223851,0, , , , , , , , ,
23.79928315,0, , , , , , , , ,
23.82632779,0, , , , , , , , ,
23.85337243,0, , , , , , , , ,
23.88041707,0, , , , , , , , ,
23.90746171,0, , , , , , , , ,
23.93450635,0, , , , , , , , ,
23.96155099,0, , , , , , , , ,
23.98859563,0, , , , , , , , ,
24.01564027,0, , , , , , , , ,
24.04268491,0, , , , , , , , ,
24.06972955,0, , , , , , , , ,
24.09677419,0, , , , , , , , ,
24.12381883,0, , , , , , , , ,
24.15086347,0, , , , , , , , ,
24.17790811,0, , , , , , , , ,
24.20495275,0, , , , , , , , ,
24.23199739,0, , , , , , , , ,
24.25904203,0, , , , , , , , ,
24.28608667,0, , , , , , , , ,
24.31313131,0, , , , , , , , ,
24.34017595,0, , , , , , , , ,
24.36722059,0, , , , , , , , ,
24.39426523,0, , , , , , , , ,
24.42130987,0, , , , , , , , ,
24.44835451,0, , , , , , , , ,
24.47539915,0, , , , , , , , ,
24.50244379,0, , , , , , , , ,
24.52948843,0, , , , , , , , ,
24.55653307,0, , , , , , , , ,
24.58357771,0, , , , , , , , ,
24.61062235,0, , , , , , , , ,
24.63766699,0, , , , , , , , ,
24.66471163,0, , , , , , , , ,
24.69175627,0, , , , , , , , ,
24.71880091,0, , , , , , , , ,
24.74584555,0, , , , , , , , ,
24.77289019,0, , , , , , , , ,
24.79993483,0, , , , , , , , ,
24.82697947,0, , , , , , , , ,
24.85402411,0, , , , , , , , ,
24.88106875,0, , , , , , , , ,
24.90811339,0, , , , , , , , ,
24.93515803,0, , , , , , , , ,
24.96220267,0, , , , , , , , ,
24.98924731,0, , , , , , , , ,
25.01629195,0, , , , , , , , ,
25.04333659,0, , , , , , , , ,
25.07038123,0, , , , , , , , ,
25.09742587,0, , , , , , , , ,
25.12447051,0, , , , , , , , ,
25.15151515,0, , , , , , , , ,
25.17855979,0, , , , , , , , ,
25.20560443,0, , , , , , , , ,
25.23264907,0, , , , , , , , ,
25.25969371,0, , , , , , , , ,
25.28673835,0, , , , , , , , ,
25.31378299,0, , , , , , , , ,
25.34082763,0, , , , , , , , ,
25.36787227,0, , , , , , , , ,
25.39491691,0, , , , , , , , ,
25.42196155,0, , , , , , , , ,
25.44900619,0, , , , , , , , ,
25.47605083,0, , , , , , , , ,
25.50309547,0, , , , , , , , ,
25.53014011,0, , , , , , , , ,
25.55718475,0, , , , , , , , ,
25.58422939,0, , , , , , , , ,
25.61127403,0, , , , , , , , ,
25.63831867,0, , , , , , , , ,
25.66536331,0, , , , , , , , ,
25.69240795,0, , , , , , , , ,
25.71945259,0, , , , , , , , ,
25.74649723,0, , , , , , , , ,
25.77354187,0, , , , , , , , ,
25.80058651,0, , , , , , , , ,
25.82763115,0, , , , , , , , ,
25.85467579,0, , , , , , , , ,
25.88172043,0, , , , , , , , ,
25.90876507,0, , , , , , , , ,
25.93580971,0, , , , , , , , ,
25.96285435,0, , , , , , , , ,
25.98989899,0, , , , , , , , ,
26.01694363,0, , , , , , , , ,
26.04398827,0, , , , , , , , ,
26.07103291,0, , , , , , , , ,
26.09807755,0, , , , , , , , ,
26.12512219,0, , , , , , , , ,
26.15216683,0, , , , , , , , ,
26.17921147,0, , , , , , , , ,
26.20625611,0, , , , , , , , ,
26.23330075,0, , , , , , , , ,
26.26034539,0, , , , , , , , ,
26.28739003,0, , , , , , , , ,
26.31443467,0, , , , , , , , ,
26.34147931,0, , , , , , , , ,
26.36852395,0, , , , , , , , ,
26.39556859,0, , , , , , , , ,
26.42261323,0, , , , , , , , ,
26.44965787,0, , , , , , , , ,
26.47670251,0, , , , , , , , ,
26.50374715,0, , , , , , , , ,
26.53079179,0, , , , , , , , ,
26.55783643,0, , , , , , , , ,
26.58488107,0, , , , , , , , ,
26.61192571,0, , , , , , , , ,
26.63897035,0, , , , , , , , ,
26.66601499,0, , , , , , , , ,
26.69305963,0, , , , , , , , ,
26.72010427,0, , , , , , , , ,
26.74714891,0, , , , , , , , ,
26.77419355,0, , , , , , , , ,
26.80123819,0, , , , , , , , ,
26.82828283,0, , , , , , , , ,
26.85532747,0, , , , , , , , ,
26.88237211,0, , , , , , , , ,
26.90941675,0, , , , , , , , ,
26.93646139,0, , , , , , , , ,
26.96350603,0, , , , , , , , ,
26.99055067,0, , , , , , , , ,
27.01759531,0, , , , , , , , ,
27.04463995,0, , , , , , , , ,
27.07168459,0, , , , , , , , ,
27.09872923,0, , , , , , , , ,
27.12577387,0, , , , , , , , ,
27.15281851,0, , , , , , , , ,
27.17986315,0, , , , , , , , ,
27.20690779,0, , , , , , , , ,
27.23395243,0, , , , , , , , ,
27.26099707,0, , , , , , , , ,
27.28804171,0, , , , , , , , ,
27.31508635,0, , , , , , , , ,
27.34213099,0, , , , , , , , ,
27.36917563,0, , , , , , , , ,
27.39622027,0, , , , , , , , ,
27.42326491,0, , , , , , , , ,
27.45030955,0, , , , , , , , ,
27.47735419,0, , , , , , , , ,
27.50439883,0, , , , , , , , ,
27.53144347,0, , , , , , , , ,
27.55848811,0, , , , , , , , ,
27.58553275,0, , , , , , , , ,
27.61257739,0, , , , , , , , ,
27.63962203,0, , , , , , , , ,
27.66666667,0, , , , , , , , ,
